1;;http://130.89.39.21/cgi-bin/guestimage.html;GEOMETRYCOLLECTION(POINT(762510 6843540))
2;;http://reistijd-enschede.nedapstadstoegang.net/traffictimes/Start2.aspx;GEOMETRYCOLLECTION(POINT(760760 6840160),POINT(761150 6841450),POINT(763615 6840640))
